Image_Name,Generation,Generation_Time_Seconds,Solution_ID,Obj1_Attack_Score,Obj2_Distortion_Score,Active_MMRs,MMR1_Rotation,MMR2_Scale,MMR3_HistEq,MMR4_Downsample,MMR5_Shear,MMR6_Translate,Original_Caption,Original_Categories,Transformed_Caption,Transformed_Categories
01356.jpg,1,67.585270,10,0.000000,1.658781,3,False,False,True,False,True,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,1,67.585270,11,0.500000,0.102553,2,False,False,False,True,True,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Objects: There are several objects visible in the underwater image, including a rock, a piece of wood, and a piece of metal.","Trash:0, Objects:2, Animal:0, Vegetation:0"
01356.jpg,1,67.585270,12,0.500000,2.758094,4,True,True,False,False,True,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: 0
2. Vegetation: 1
3. Trash: 1
4. Objects: 1","Trash:0, Objects:0, Animal:0, Vegetation:0"
01356.jpg,1,67.585270,13,0.000000,1.959424,3,True,True,False,False,True,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,1,67.585270,14,0.000000,0.911448,3,False,False,False,True,True,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 1 object
4. Objects: 1 object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,1,67.585270,15,0.000000,0.428254,1,False,False,True,False,False,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,1,67.585270,16,0.000000,2.683348,4,True,False,False,True,True,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,1,67.585270,17,0.000000,0.265878,1,False,False,True,False,False,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,1,67.585270,18,0.000000,1.065168,4,True,False,False,True,True,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,1,67.585270,19,0.000000,1.272570,3,True,True,False,True,False,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,1,67.585270,20,0.000000,1.445181,3,False,False,True,True,False,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,1,67.585270,21,0.000000,1.612197,3,True,False,True,False,False,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,1,67.585270,22,0.000000,1.184725,2,False,False,True,True,False,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,1,67.585270,23,0.000000,1.372445,4,False,True,True,False,True,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,1,67.585270,24,0.000000,3.140187,4,False,True,True,False,True,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,1,67.585270,25,0.000000,1.655134,3,True,True,False,False,True,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 1 object
4. Objects: 1 object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,1,67.585270,26,0.000000,1.134444,3,True,False,True,True,False,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,1,67.585270,27,0.000000,2.322694,4,True,False,True,True,False,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,1,67.585270,28,0.000000,0.690903,2,False,False,True,False,True,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,1,67.585270,29,0.000000,1.636758,2,True,False,False,True,False,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,2,68.516290,0,0.500000,0.102553,2,False,False,False,True,True,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Objects: There are several objects visible in the underwater image, including a rock, a piece of wood, and a piece of metal.","Trash:0, Objects:2, Animal:0, Vegetation:0"
01356.jpg,2,68.516290,1,1.166667,1.261843,3,False,False,True,True,True,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: Two pieces of trash
4. Objects: Two pieces of trash","Trash:2, Objects:0, Animal:0, Vegetation:0"
01356.jpg,2,68.516290,2,0.500000,0.102553,2,False,False,False,True,True,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Objects: There are several objects visible in the underwater image, including a rock, a piece of wood, and a piece of metal.","Trash:0, Objects:2, Animal:0, Vegetation:0"
01356.jpg,2,68.516290,3,1.166667,1.263318,3,False,False,True,True,True,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: Two pieces of trash
4. Objects: Two pieces of trash","Trash:2, Objects:0, Animal:0, Vegetation:0"
01356.jpg,2,68.516290,4,0.000000,0.103798,1,False,True,False,False,False,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,2,68.516290,5,1.166667,1.353438,4,False,False,True,True,True,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: Two pieces of trash
4. Objects: Two pieces of trash","Trash:2, Objects:0, Animal:0, Vegetation:0"
01356.jpg,2,68.516290,6,0.000000,0.164907,3,False,False,False,True,True,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Objects: There are several objects visible in the underwater image, including a piece of trash, a rock, and a piece of vegetation.","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,2,68.516290,7,0.500000,1.548537,2,False,True,False,False,False,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: 0
2. Vegetation: 1
3. Trash: 1
4. Objects: 1","Trash:0, Objects:0, Animal:0, Vegetation:0"
01356.jpg,2,68.516290,8,1.000000,2.351157,5,True,True,False,True,True,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 1 piece of trash
4. Objects: 1 piece of trash","Trash:1, Objects:0, Animal:0, Vegetation:0"
01356.jpg,2,68.516290,9,0.000000,0.265878,1,False,False,True,False,False,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,2,68.516290,10,0.500000,2.232277,5,True,True,True,True,False,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0",1. Objects: There are two objects visible in the underwater image.,"Trash:0, Objects:2, Animal:0, Vegetation:0"
01356.jpg,2,68.516290,11,0.000000,0.421665,1,False,False,False,True,False,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0",1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,2,68.516290,12,0.500000,2.758094,4,True,True,False,False,True,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: 0
2. Vegetation: 1
3. Trash: 1
4. Objects: 1","Trash:0, Objects:0, Animal:0, Vegetation:0"
01356.jpg,2,68.516290,13,0.000000,0.428254,1,False,False,True,False,False,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,2,68.516290,14,0.000000,0.582940,3,False,False,True,True,True,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,2,68.516290,15,0.000000,0.659218,2,True,False,False,True,False,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,2,68.516290,16,0.000000,0.671223,4,True,False,False,True,True,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,2,68.516290,17,0.000000,0.690903,2,False,False,True,False,True,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,2,68.516290,18,0.000000,0.735940,4,True,True,False,True,False,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 1 object
4. Objects: 1 object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,2,68.516290,19,0.000000,0.777138,2,False,False,False,False,True,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,2,68.516290,20,0.000000,0.865264,3,False,False,True,False,True,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,2,68.516290,21,0.000000,0.911448,3,False,False,False,True,True,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 1 object
4. Objects: 1 object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,2,68.516290,22,0.000000,0.951220,1,False,False,False,False,False,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,2,68.516290,23,0.000000,0.997927,2,False,True,False,False,False,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,2,68.516290,24,0.000000,1.017166,3,False,False,False,True,True,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,2,68.516290,25,0.000000,1.065168,4,True,False,False,True,True,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,2,68.516290,26,0.000000,1.084612,3,False,False,False,True,True,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 1 object
4. Objects: 1 object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,2,68.516290,27,0.000000,1.134444,3,True,False,True,True,False,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,2,68.516290,28,0.000000,1.184725,2,False,False,True,True,False,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,2,68.516290,29,0.000000,1.184725,2,False,False,True,True,False,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,3,68.326007,0,1.166667,1.261843,3,False,False,True,True,True,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: Two pieces of trash
4. Objects: Two pieces of trash","Trash:2, Objects:0, Animal:0, Vegetation:0"
01356.jpg,3,68.326007,1,0.500000,0.044286,1,False,False,False,False,True,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Objects: There are several objects visible in the underwater image, including a rock, a piece of wood, and a piece of metal.","Trash:0, Objects:2, Animal:0, Vegetation:0"
01356.jpg,3,68.326007,2,0.000000,0.000000,0,False,False,False,False,False,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0",1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,3,68.326007,3,1.500000,1.717295,2,False,True,False,False,False,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 plant
3. Trash: 1 piece of trash
4. Objects: 1 piece of metal","Trash:1, Objects:1, Animal:1, Vegetation:1"
01356.jpg,3,68.326007,4,1.166667,1.263318,3,False,False,True,True,True,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: Two pieces of trash
4. Objects: Two pieces of trash","Trash:2, Objects:0, Animal:0, Vegetation:0"
01356.jpg,3,68.326007,5,0.500000,0.102553,2,False,False,False,True,True,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Objects: There are several objects visible in the underwater image, including a rock, a piece of wood, and a piece of metal.","Trash:0, Objects:2, Animal:0, Vegetation:0"
01356.jpg,3,68.326007,6,0.500000,0.102553,2,False,False,False,True,True,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Objects: There are several objects visible in the underwater image, including a rock, a piece of wood, and a piece of metal.","Trash:0, Objects:2, Animal:0, Vegetation:0"
01356.jpg,3,68.326007,7,0.000000,0.063339,1,False,True,False,False,False,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Objects: There are several objects visible in the underwater image, including a piece of trash, a rock, and a piece of vegetation.","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,3,68.326007,8,1.166667,1.353438,4,False,False,True,True,True,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: Two pieces of trash
4. Objects: Two pieces of trash","Trash:2, Objects:0, Animal:0, Vegetation:0"
01356.jpg,3,68.326007,9,0.500000,0.107030,2,False,False,False,True,True,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Objects: There are several objects visible in the underwater image, including a rock, a piece of wood, and a piece of metal.","Trash:0, Objects:2, Animal:0, Vegetation:0"
01356.jpg,3,68.326007,10,0.000000,0.098758,1,False,False,False,False,False,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,3,68.326007,11,1.000000,2.172198,4,False,True,False,True,True,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 1 piece of trash
4. Objects: 1 piece of trash","Trash:1, Objects:0, Animal:0, Vegetation:0"
01356.jpg,3,68.326007,12,0.500000,0.474941,2,False,False,False,False,True,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 1
4. Objects: 1","Trash:0, Objects:0, Animal:0, Vegetation:0"
01356.jpg,3,68.326007,13,0.000000,0.103798,1,False,True,False,False,False,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,3,68.326007,14,1.000000,2.351157,5,True,True,False,True,True,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 1 piece of trash
4. Objects: 1 piece of trash","Trash:1, Objects:0, Animal:0, Vegetation:0"
01356.jpg,3,68.326007,15,0.500000,0.826639,2,False,False,False,True,True,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 1
4. Objects: 1","Trash:0, Objects:0, Animal:0, Vegetation:0"
01356.jpg,3,68.326007,16,0.000000,0.164907,3,False,False,False,True,True,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Objects: There are several objects visible in the underwater image, including a piece of trash, a rock, and a piece of vegetation.","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,3,68.326007,17,0.500000,1.445287,3,True,True,False,False,False,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: 0
2. Vegetation: 1
3. Trash: 1
4. Objects: 1","Trash:0, Objects:0, Animal:0, Vegetation:0"
01356.jpg,3,68.326007,18,0.000000,0.265878,1,False,False,True,False,False,False,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
01356.jpg,3,68.326007,19,0.500000,1.548537,2,False,True,False,False,False,True,1. Objects: There are two objects visible in the underwater image. One is a piece of trash and the other is a rock.,"Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: 0
2. Vegetation: 1
3. Trash: 1
4. Objects: 1","Trash:0, Objects:0, Animal:0, Vegetation:0"
