Image_Name,Generation,Selected_MMRs,Active_Count,Overall_Fitness,Obj1_Attack_Score,Obj2_Distortion_Score,MMR_Parameters,Original_Caption,Original_Categories,Transformed_Caption,Transformed_Categories
2350.jpg,11,"[""MMR6_Translate"", ""MMR5_Shear"", ""MMR1_Rotation"", ""MMR2_Scale"", ""MMR4_Downsample"", ""MMR3_HistEq""]",6,nan,0.000000,2.179211,"{""MMR6_Translate"": {""h_shift_pct"": -0.021080739379200873}, ""MMR5_Shear"": {""h_shear"": 0.017746407686186766}, ""MMR1_Rotation"": {""angle"": -2.8344507603780142}, ""MMR2_Scale"": {""zoom_level"": 1.0378563981852131}, ""MMR4_Downsample"": {""scale_factor"": 0.9953123674170375}, ""MMR3_HistEq"": {""clip_limit"": 1.6182560247450617}}","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 piece of rope
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0"
2350.jpg,12,"[""MMR2_Scale"", ""MMR1_Rotation"", ""MMR3_HistEq""]",3,nan,0.500000,2.158165,"{""MMR2_Scale"": {""zoom_level"": 0.703058779108905}, ""MMR1_Rotation"": {""angle"": -0.9172947583828615}, ""MMR3_HistEq"": {""clip_limit"": 1.9849017680705663}}","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 plant
3. Trash: 1 piece of trash
4. Objects: 1 picture frame","Trash:1, Objects:0, Animal:1, Vegetation:1"
2350.jpg,13,"[""MMR3_HistEq"", ""MMR6_Translate"", ""MMR5_Shear""]",3,nan,1.500000,1.952455,"{""MMR3_HistEq"": {""clip_limit"": 2.1069737033348335}, ""MMR6_Translate"": {""h_shift_pct"": 0.008056478661375155}, ""MMR5_Shear"": {""h_shear"": -0.08653980759775862}}","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One red object
4. Objects: One red object","Trash:0, Objects:1, Animal:0, Vegetation:0"
2350.jpg,14,"[""MMR1_Rotation""]",1,nan,0.500000,0.101985,"{""MMR1_Rotation"": {""angle"": -0.509924199625619}}","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 red plant
3. Trash: 1 piece of trash
4. Objects: 1 piece of rope","Trash:1, Objects:0, Animal:1, Vegetation:1"
2350.jpg,15,"[""MMR5_Shear"", ""MMR2_Scale"", ""MMR3_HistEq""]",3,nan,1.500000,1.821973,"{""MMR5_Shear"": {""h_shear"": -0.05729465002030812}, ""MMR2_Scale"": {""zoom_level"": 1.0431056456344907}, ""MMR3_HistEq"": {""clip_limit"": 2.2963234257082874}}","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One red object
4. Objects: One red object","Trash:0, Objects:1, Animal:0, Vegetation:0"
2350.jpg,16,"[""MMR2_Scale"", ""MMR4_Downsample"", ""MMR5_Shear"", ""MMR6_Translate""]",4,nan,0.500000,2.131814,"{""MMR2_Scale"": {""zoom_level"": 0.8446281422687342}, ""MMR4_Downsample"": {""scale_factor"": 0.9183593169338249}, ""MMR5_Shear"": {""h_shear"": -0.03194362914452262}, ""MMR6_Translate"": {""h_shift_pct"": -0.017536289838910507}}","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: 1 red fish
2. Vegetation: 1 piece of seaweed
3. Trash: 1 pile of tangled rope
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:1"
2350.jpg,17,"[""MMR6_Translate"", ""MMR1_Rotation"", ""MMR3_HistEq"", ""MMR4_Downsample""]",4,nan,1.500000,3.063809,"{""MMR6_Translate"": {""h_shift_pct"": 0.004027784304083744}, ""MMR1_Rotation"": {""angle"": -4.949044672420544}, ""MMR3_HistEq"": {""clip_limit"": 2.048000398996484}, ""MMR4_Downsample"": {""scale_factor"": 0.9108259670094129}}","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One red object
4. Objects: One red object","Trash:0, Objects:1, Animal:0, Vegetation:0"
2350.jpg,18,"[""MMR3_HistEq"", ""MMR5_Shear""]",2,nan,1.500000,2.330706,"{""MMR3_HistEq"": {""clip_limit"": 2.4194895696848318}, ""MMR5_Shear"": {""h_shear"": -0.1366824729573561}}","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One red object
4. Objects: One red object","Trash:0, Objects:1, Animal:0, Vegetation:0"
2350.jpg,19,"[""MMR3_HistEq""]",1,nan,1.500000,0.233606,"{""MMR3_HistEq"": {""clip_limit"": 1.2336055771673815}}","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One red object
4. Objects: One red object","Trash:0, Objects:1, Animal:0, Vegetation:0"
2350.jpg,20,"[""MMR2_Scale""]",1,nan,1.500000,0.403545,"{""MMR2_Scale"": {""zoom_level"": 1.1210635916080975}}","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One red object
4. Objects: One red object","Trash:0, Objects:1, Animal:0, Vegetation:0"
2350.jpg,21,"[""MMR1_Rotation"", ""MMR4_Downsample"", ""MMR5_Shear"", ""MMR6_Translate""]",4,nan,0.500000,2.383186,"{""MMR1_Rotation"": {""angle"": 3.1107749527476596}, ""MMR4_Downsample"": {""scale_factor"": 0.9523969622488399}, ""MMR5_Shear"": {""h_shear"": 0.043557775020355294}, ""MMR6_Translate"": {""h_shift_pct"": 0.02983845173084284}}","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 red seaweed
3. Trash: 1 tangled mess of ropes and other debris
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:1"
2350.jpg,22,"[""MMR3_HistEq"", ""MMR1_Rotation"", ""MMR5_Shear"", ""MMR2_Scale"", ""MMR6_Translate"", ""MMR4_Downsample""]",6,nan,1.500000,3.473422,"{""MMR3_HistEq"": {""clip_limit"": 1.7398359953398241}, ""MMR1_Rotation"": {""angle"": -3.97779009544052}, ""MMR5_Shear"": {""h_shear"": 0.14336494488865983}, ""MMR2_Scale"": {""zoom_level"": 1.0518516904168371}, ""MMR6_Translate"": {""h_shift_pct"": -0.0011003838013588334}, ""MMR4_Downsample"": {""scale_factor"": 0.9227256332935132}}","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One red object
4. Objects: One red object","Trash:0, Objects:1, Animal:0, Vegetation:0"
2350.jpg,23,"[""MMR6_Translate"", ""MMR4_Downsample"", ""MMR1_Rotation"", ""MMR3_HistEq""]",4,nan,1.000000,2.365579,"{""MMR6_Translate"": {""h_shift_pct"": 0.00212165445184663}, ""MMR4_Downsample"": {""scale_factor"": 0.919906481345413}, ""MMR1_Rotation"": {""angle"": 4.41240841129275}, ""MMR3_HistEq"": {""clip_limit"": 1.611439899567157}}","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: 0
2. Vegetation: 1
3. Trash: 1
4. Objects: 0","Trash:0, Objects:0, Animal:0, Vegetation:0"
2350.jpg,24,"[""MMR2_Scale"", ""MMR5_Shear"", ""MMR1_Rotation"", ""MMR4_Downsample"", ""MMR6_Translate""]",5,nan,0.500000,1.683991,"{""MMR2_Scale"": {""zoom_level"": 0.9390016046237665}, ""MMR5_Shear"": {""h_shear"": 0.08123675970425093}, ""MMR1_Rotation"": {""angle"": 0.49912006988417623}, ""MMR4_Downsample"": {""scale_factor"": 0.9233267474255069}, ""MMR6_Translate"": {""h_shift_pct"": 0.002175829559558258}}","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 red seaweed
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:1"
2350.jpg,25,"[""MMR3_HistEq"", ""MMR6_Translate"", ""MMR5_Shear""]",3,nan,1.000000,2.764914,"{""MMR3_HistEq"": {""clip_limit"": 2.672142909869338}, ""MMR6_Translate"": {""h_shift_pct"": 0.02922070927601022}, ""MMR5_Shear"": {""h_shear"": 0.017812091415217002}}","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: 0
2. Vegetation: 1
3. Trash: 1
4. Objects: 1","Trash:0, Objects:0, Animal:0, Vegetation:0"
2350.jpg,26,"[""MMR3_HistEq"", ""MMR4_Downsample"", ""MMR2_Scale"", ""MMR5_Shear"", ""MMR6_Translate"", ""MMR1_Rotation""]",6,nan,1.500000,5.436811,"{""MMR3_HistEq"": {""clip_limit"": 2.968280880784791}, ""MMR4_Downsample"": {""scale_factor"": 0.923362151856123}, ""MMR2_Scale"": {""zoom_level"": 0.8618382294428772}, ""MMR5_Shear"": {""h_shear"": -0.09329746219428531}, ""MMR6_Translate"": {""h_shift_pct"": -0.028843181006709566}, ""MMR1_Rotation"": {""angle"": -3.2909496883236478}}","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One red object
4. Objects: One red object","Trash:0, Objects:1, Animal:0, Vegetation:0"
2350.jpg,27,"[""MMR6_Translate""]",1,nan,0.000000,0.336852,"{""MMR6_Translate"": {""h_shift_pct"": 0.010105553123605872}}","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 piece of rope
4. Objects: 1 piece of rope","Trash:1, Objects:0, Animal:1, Vegetation:0"
2350.jpg,28,"[""MMR4_Downsample"", ""MMR2_Scale"", ""MMR3_HistEq"", ""MMR6_Translate"", ""MMR5_Shear"", ""MMR1_Rotation""]",6,nan,1.500000,3.210167,"{""MMR4_Downsample"": {""scale_factor"": 0.9735827094320295}, ""MMR2_Scale"": {""zoom_level"": 0.9686882704299603}, ""MMR3_HistEq"": {""clip_limit"": 2.481173525072979}, ""MMR6_Translate"": {""h_shift_pct"": 0.014411000330016}, ""MMR5_Shear"": {""h_shear"": 0.0029296372297368534}, ""MMR1_Rotation"": {""angle"": -4.302751667885513}}","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One red object
4. Objects: One red object","Trash:0, Objects:1, Animal:0, Vegetation:0"
2350.jpg,29,"[""MMR2_Scale"", ""MMR6_Translate"", ""MMR4_Downsample"", ""MMR5_Shear"", ""MMR1_Rotation""]",5,nan,0.000000,3.266158,"{""MMR2_Scale"": {""zoom_level"": 1.2512166765276227}, ""MMR6_Translate"": {""h_shift_pct"": 0.028678552415050323}, ""MMR4_Downsample"": {""scale_factor"": 0.9640588258289732}, ""MMR5_Shear"": {""h_shear"": 0.02651183605650126}, ""MMR1_Rotation"": {""angle"": 4.683301688610042}}","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 red starfish
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red starfish","Trash:1, Objects:0, Animal:1, Vegetation:0"
2350.jpg,30,"[""MMR2_Scale"", ""MMR5_Shear"", ""MMR1_Rotation"", ""MMR3_HistEq""]",4,nan,0.500000,3.340234,"{""MMR2_Scale"": {""zoom_level"": 0.9723890056390299}, ""MMR5_Shear"": {""h_shear"": -0.08059775663458921}, ""MMR1_Rotation"": {""angle"": -4.251453164203279}, ""MMR3_HistEq"": {""clip_limit"": 2.860588159293359}}","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One piece of trash
4. Objects: One piece of trash","Trash:1, Objects:0, Animal:0, Vegetation:0"
2350.jpg,31,"[""MMR1_Rotation"", ""MMR6_Translate"", ""MMR4_Downsample"", ""MMR5_Shear"", ""MMR2_Scale""]",5,nan,0.500000,2.208536,"{""MMR1_Rotation"": {""angle"": -0.7528936949876011}, ""MMR6_Translate"": {""h_shift_pct"": -0.013364074310868425}, ""MMR4_Downsample"": {""scale_factor"": 0.94567122649062}, ""MMR5_Shear"": {""h_shear"": -0.1184443623166289}, ""MMR2_Scale"": {""zoom_level"": 0.91612846453679}}","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 red plant
3. Trash: 1 piece of trash
4. Objects: 1 frame","Trash:1, Objects:0, Animal:1, Vegetation:1"
2350.jpg,32,"[""MMR1_Rotation"", ""MMR2_Scale"", ""MMR6_Translate"", ""MMR3_HistEq"", ""MMR4_Downsample"", ""MMR5_Shear""]",6,nan,1.500000,2.291654,"{""MMR1_Rotation"": {""angle"": 3.601921532207175}, ""MMR2_Scale"": {""zoom_level"": 1.0289548501067645}, ""MMR6_Translate"": {""h_shift_pct"": 0.021833960497478724}, ""MMR3_HistEq"": {""clip_limit"": 1.108663985712604}, ""MMR4_Downsample"": {""scale_factor"": 0.9756447663599317}, ""MMR5_Shear"": {""h_shear"": -0.059210835202897175}}","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One red object
4. Objects: One red object","Trash:0, Objects:1, Animal:0, Vegetation:0"
2350.jpg,33,"[""MMR6_Translate"", ""MMR5_Shear"", ""MMR3_HistEq"", ""MMR2_Scale"", ""MMR1_Rotation"", ""MMR4_Downsample""]",6,nan,0.500000,4.336521,"{""MMR6_Translate"": {""h_shift_pct"": -0.00019543656360787587}, ""MMR5_Shear"": {""h_shear"": 0.07107689547418639}, ""MMR3_HistEq"": {""clip_limit"": 2.986949763940959}, ""MMR2_Scale"": {""zoom_level"": 0.8951344016222067}, ""MMR1_Rotation"": {""angle"": 3.5798282076468197}, ""MMR4_Downsample"": {""scale_factor"": 0.9196306633605341}}","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 piece of seaweed
3. Trash: 1 piece of rope
4. Objects: 1 red starfish","Trash:1, Objects:0, Animal:1, Vegetation:1"
2350.jpg,34,"[""MMR1_Rotation"", ""MMR4_Downsample"", ""MMR6_Translate"", ""MMR5_Shear"", ""MMR3_HistEq"", ""MMR2_Scale""]",6,nan,1.000000,4.258744,"{""MMR1_Rotation"": {""angle"": -4.044713445607998}, ""MMR4_Downsample"": {""scale_factor"": 0.9388464766178185}, ""MMR6_Translate"": {""h_shift_pct"": -0.01844759656886775}, ""MMR5_Shear"": {""h_shear"": -0.049541867804437686}, ""MMR3_HistEq"": {""clip_limit"": 2.1024934441279077}, ""MMR2_Scale"": {""zoom_level"": 1.2371722085915962}}","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One red starfish
4. Objects: One pile of tangled rope","Trash:0, Objects:0, Animal:0, Vegetation:0"
2350.jpg,35,"[""MMR4_Downsample""]",1,nan,1.000000,0.484588,"{""MMR4_Downsample"": {""scale_factor"": 0.9515412064014683}}","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 plant
3. Trash: 1 piece of trash
4. Objects: 1 red object","Trash:1, Objects:1, Animal:1, Vegetation:1"
2350.jpg,36,"[""MMR4_Downsample"", ""MMR3_HistEq"", ""MMR6_Translate"", ""MMR1_Rotation""]",4,nan,1.500000,1.139422,"{""MMR4_Downsample"": {""scale_factor"": 0.9823470928759244}, ""MMR3_HistEq"": {""clip_limit"": 1.2820807087914006}, ""MMR6_Translate"": {""h_shift_pct"": -0.016685451570981683}, ""MMR1_Rotation"": {""angle"": -0.6231518485008989}}","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One red object
4. Objects: One red object","Trash:0, Objects:1, Animal:0, Vegetation:0"
2350.jpg,37,"[""MMR6_Translate"", ""MMR3_HistEq"", ""MMR1_Rotation"", ""MMR2_Scale"", ""MMR4_Downsample"", ""MMR5_Shear""]",6,nan,1.000000,4.027086,"{""MMR6_Translate"": {""h_shift_pct"": 0.026672802305571668}, ""MMR3_HistEq"": {""clip_limit"": 2.1932357255485453}, ""MMR1_Rotation"": {""angle"": 3.379925402353102}, ""MMR2_Scale"": {""zoom_level"": 1.0077033242010247}, ""MMR4_Downsample"": {""scale_factor"": 0.9285593091629514}, ""MMR5_Shear"": {""h_shear"": -0.07930300969930773}}","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One piece of trash
4. Objects: One red object","Trash:1, Objects:1, Animal:0, Vegetation:0"
2350.jpg,38,"[""MMR1_Rotation"", ""MMR2_Scale"", ""MMR4_Downsample"", ""MMR6_Translate"", ""MMR5_Shear""]",5,nan,0.500000,2.360550,"{""MMR1_Rotation"": {""angle"": -0.22642495395809625}, ""MMR2_Scale"": {""zoom_level"": 0.8304957173623415}, ""MMR4_Downsample"": {""scale_factor"": 0.9621438191250815}, ""MMR6_Translate"": {""h_shift_pct"": -0.029075185619656132}, ""MMR5_Shear"": {""h_shear"": -0.060377384829424355}}","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 plant
3. Trash: 1 piece of trash
4. Objects: 1 frame","Trash:1, Objects:0, Animal:1, Vegetation:1"
2350.jpg,39,"[""MMR5_Shear"", ""MMR3_HistEq"", ""MMR4_Downsample""]",3,nan,1.500000,2.132375,"{""MMR5_Shear"": {""h_shear"": 0.07036593884702136}, ""MMR3_HistEq"": {""clip_limit"": 2.409476247724139}, ""MMR4_Downsample"": {""scale_factor"": 0.9746208002650967}}","1. Animals: 1 fish
2. Vegetation: 1 red coral
3. Trash: 1 pile of tangled ropes
4. Objects: 1 red fish","Trash:1, Objects:0, Animal:1, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One red object
4. Objects: One red object","Trash:0, Objects:1, Animal:0, Vegetation:0"
