Image_Name,Generation,Selected_MMRs,Active_Count,Overall_Fitness,Obj1_Attack_Score,Obj2_Distortion_Score,MMR_Parameters,Original_Caption,Original_Categories,Transformed_Caption,Transformed_Categories
4534.jpg,11,"[""MMR4_Downsample"", ""MMR6_Translate"", ""MMR1_Rotation"", ""MMR5_Shear""]",4,nan,0.909091,1.898002,"{""MMR4_Downsample"": {""scale_factor"": 0.9798280534231656}, ""MMR6_Translate"": {""h_shift_pct"": -0.022091054784160624}, ""MMR1_Rotation"": {""angle"": -3.993482092177688}, ""MMR5_Shear"": {""h_shear"": -0.024182612952486915}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 1 rock
4. Objects: 1 rock","Trash:0, Objects:0, Animal:0, Vegetation:0"
4534.jpg,12,"[""MMR6_Translate""]",1,nan,1.388889,0.924379,"{""MMR6_Translate"": {""h_shift_pct"": -0.027731372338585247}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 2 bottles, a rock, and a piece of metal
4. Objects: 2 bottles, a rock, and a piece of metal","Trash:2, Objects:1, Animal:0, Vegetation:0"
4534.jpg,13,"[""MMR2_Scale""]",1,nan,0.909091,0.259091,"{""MMR2_Scale"": {""zoom_level"": 0.922272607349442}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals: 0
2. Vegetation: 1
3. Trash: 1
4. Objects: 1","Trash:0, Objects:0, Animal:0, Vegetation:0"
4534.jpg,14,"[""MMR6_Translate"", ""MMR4_Downsample""]",2,nan,0.875000,1.898508,"{""MMR6_Translate"": {""h_shift_pct"": 0.027774276895622722}, ""MMR4_Downsample"": {""scale_factor"": 0.9027301249515547}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 2 bottles, a rock, and a piece of wood
4. Objects: 1 piece of wood, 2 bottles, and a rock","Trash:3, Objects:0, Animal:0, Vegetation:0"
4534.jpg,15,"[""MMR1_Rotation""]",1,nan,0.000000,0.067498,"{""MMR1_Rotation"": {""angle"": 0.33748800607988194}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0"
4534.jpg,16,"[""MMR2_Scale"", ""MMR4_Downsample"", ""MMR1_Rotation""]",3,nan,0.900000,1.933812,"{""MMR2_Scale"": {""zoom_level"": 1.2607860469928003}, ""MMR4_Downsample"": {""scale_factor"": 0.9574850090313741}, ""MMR1_Rotation"": {""angle"": 3.1968785014217342}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 1 piece of trash
4. Objects: 1 large rock","Trash:1, Objects:0, Animal:0, Vegetation:0"
4534.jpg,17,"[""MMR4_Downsample"", ""MMR2_Scale"", ""MMR3_HistEq""]",3,nan,0.875000,1.542249,"{""MMR4_Downsample"": {""scale_factor"": 0.9341576791393578}, ""MMR2_Scale"": {""zoom_level"": 0.9787536065776747}, ""MMR3_HistEq"": {""clip_limit"": 1.8130045369514212}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 2 bottles, a rock, and a piece of wood
4. Objects: 2 bottles, a rock, and a piece of wood","Trash:3, Objects:0, Animal:0, Vegetation:0"
4534.jpg,18,"[""MMR2_Scale"", ""MMR6_Translate"", ""MMR1_Rotation"", ""MMR5_Shear"", ""MMR3_HistEq"", ""MMR4_Downsample""]",6,nan,2.400000,3.071124,"{""MMR2_Scale"": {""zoom_level"": 1.205745031007551}, ""MMR6_Translate"": {""h_shift_pct"": 0.005296459176311115}, ""MMR1_Rotation"": {""angle"": -2.189798038540575}, ""MMR5_Shear"": {""h_shear"": 0.06956948316235315}, ""MMR3_HistEq"": {""clip_limit"": 1.4524188087549539}, ""MMR4_Downsample"": {""scale_factor"": 0.9145416726452131}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals - 0
2. Vegetation - 0
3. Trash - 1
4. Objects - 1","Trash:1, Objects:1, Animal:1, Vegetation:1"
4534.jpg,19,"[""MMR1_Rotation"", ""MMR6_Translate""]",2,nan,0.909091,1.676261,"{""MMR1_Rotation"": {""angle"": -3.9763352924470654}, ""MMR6_Translate"": {""h_shift_pct"": -0.02642981235754583}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 1 rock
4. Objects: 1 rock","Trash:0, Objects:0, Animal:0, Vegetation:0"
4534.jpg,20,"[""MMR2_Scale"", ""MMR4_Downsample""]",2,nan,0.909091,0.890228,"{""MMR2_Scale"": {""zoom_level"": 0.9787714386223063}, ""MMR4_Downsample"": {""scale_factor"": 0.9180533755495481}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 1 rock
4. Objects: 1 rock","Trash:0, Objects:0, Animal:0, Vegetation:0"
4534.jpg,21,"[""MMR3_HistEq"", ""MMR6_Translate"", ""MMR5_Shear"", ""MMR1_Rotation"", ""MMR4_Downsample""]",5,nan,0.000000,3.738936,"{""MMR3_HistEq"": {""clip_limit"": 2.551589955233726}, ""MMR6_Translate"": {""h_shift_pct"": -0.00810567360767719}, ""MMR5_Shear"": {""h_shear"": -0.04564306579470204}, ""MMR1_Rotation"": {""angle"": -4.734359029894067}, ""MMR4_Downsample"": {""scale_factor"": 0.9334001770081827}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 10 bottles and a rock
4. Objects: 10 bottles and a rock","Trash:10, Objects:0, Animal:0, Vegetation:0"
4534.jpg,22,"[""MMR3_HistEq"", ""MMR5_Shear"", ""MMR6_Translate""]",3,nan,0.000000,3.182587,"{""MMR3_HistEq"": {""clip_limit"": 2.709716104634844}, ""MMR5_Shear"": {""h_shear"": 0.08791150325581423}, ""MMR6_Translate"": {""h_shift_pct"": 0.02660382880954975}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0"
4534.jpg,23,"[""MMR4_Downsample""]",1,nan,0.000000,0.617441,"{""MMR4_Downsample"": {""scale_factor"": 0.938255898476651}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0"
4534.jpg,24,"[""MMR3_HistEq"", ""MMR2_Scale"", ""MMR4_Downsample"", ""MMR1_Rotation""]",4,nan,1.400000,3.187481,"{""MMR3_HistEq"": {""clip_limit"": 2.1259671365870947}, ""MMR2_Scale"": {""zoom_level"": 0.8653006624673902}, ""MMR4_Downsample"": {""scale_factor"": 0.9186476101011196}, ""MMR1_Rotation"": {""angle"": -3.994959921944543}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 1 piece of trash
4. Objects: 1 object","Trash:1, Objects:1, Animal:0, Vegetation:0"
4534.jpg,25,"[""MMR2_Scale"", ""MMR4_Downsample"", ""MMR1_Rotation"", ""MMR3_HistEq""]",4,nan,0.909091,0.934188,"{""MMR2_Scale"": {""zoom_level"": 0.8651293387237112}, ""MMR4_Downsample"": {""scale_factor"": 0.9677877159724702}, ""MMR1_Rotation"": {""angle"": -0.23069834429575575}, ""MMR3_HistEq"": {""clip_limit"": 1.1163567001959844}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 1 rock
4. Objects: 1 rock","Trash:0, Objects:0, Animal:0, Vegetation:0"
4534.jpg,26,"[""MMR6_Translate""]",1,nan,0.888889,0.693838,"{""MMR6_Translate"": {""h_shift_pct"": 0.02081513096214304}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 2 bottles
4. Objects: 1 rock","Trash:2, Objects:0, Animal:0, Vegetation:0"
4534.jpg,27,"[""MMR3_HistEq"", ""MMR5_Shear"", ""MMR2_Scale"", ""MMR4_Downsample""]",4,nan,2.541667,1.898175,"{""MMR3_HistEq"": {""clip_limit"": 1.549732970042264}, ""MMR5_Shear"": {""h_shear"": -0.08539105214671797}, ""MMR2_Scale"": {""zoom_level"": 1.2288355410466365}, ""MMR4_Downsample"": {""scale_factor"": 0.9983616772387904}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals - 1 fish
2. Vegetation - 1 plant
3. Trash - 1 bottle, 1 piece of wood
4. Objects - 1 rock, 1 piece of metal, 1 piece of wood","Trash:3, Objects:2, Animal:1, Vegetation:1"
4534.jpg,28,"[""MMR6_Translate"", ""MMR4_Downsample""]",2,nan,0.000000,0.342507,"{""MMR6_Translate"": {""h_shift_pct"": 0.0032462678300472017}, ""MMR4_Downsample"": {""scale_factor"": 0.9765701850112938}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0"
4534.jpg,29,"[""MMR4_Downsample"", ""MMR5_Shear""]",2,nan,0.909091,0.312258,"{""MMR4_Downsample"": {""scale_factor"": 0.9833318108749248}, ""MMR5_Shear"": {""h_shear"": 0.021836341399148945}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 1 rock
4. Objects: 1 rock","Trash:0, Objects:0, Animal:0, Vegetation:0"
4534.jpg,30,"[""MMR2_Scale"", ""MMR4_Downsample"", ""MMR3_HistEq"", ""MMR1_Rotation""]",4,nan,0.000000,2.071715,"{""MMR2_Scale"": {""zoom_level"": 1.057890486167478}, ""MMR4_Downsample"": {""scale_factor"": 0.9050142473036757}, ""MMR3_HistEq"": {""clip_limit"": 1.7392227492914274}, ""MMR1_Rotation"": {""angle"": 0.9483300682595539}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 10 bottles and a stick
4. Objects: 10 bottles and a stick","Trash:10, Objects:0, Animal:0, Vegetation:0"
4534.jpg,31,"[""MMR2_Scale"", ""MMR6_Translate"", ""MMR5_Shear"", ""MMR4_Downsample"", ""MMR3_HistEq"", ""MMR1_Rotation""]",6,nan,0.000000,4.329479,"{""MMR2_Scale"": {""zoom_level"": 1.0604451788761948}, ""MMR6_Translate"": {""h_shift_pct"": -0.004594202140750684}, ""MMR5_Shear"": {""h_shear"": -0.0929051903401644}, ""MMR4_Downsample"": {""scale_factor"": 0.9321519913024895}, ""MMR3_HistEq"": {""clip_limit"": 2.9361779931193714}, ""MMR1_Rotation"": {""angle"": -3.7041429201901477}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 10 bottles and a rock
4. Objects: 10 bottles and a rock","Trash:10, Objects:0, Animal:0, Vegetation:0"
4534.jpg,32,"[""MMR6_Translate""]",1,nan,0.888889,0.736435,"{""MMR6_Translate"": {""h_shift_pct"": 0.022093042002589}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 2 pieces of trash
4. Objects: 1 rock","Trash:2, Objects:0, Animal:0, Vegetation:0"
4534.jpg,33,"[""MMR2_Scale"", ""MMR1_Rotation"", ""MMR3_HistEq""]",3,nan,0.888889,2.782709,"{""MMR2_Scale"": {""zoom_level"": 0.9737579228269101}, ""MMR1_Rotation"": {""angle"": -4.185578077100487}, ""MMR3_HistEq"": {""clip_limit"": 2.8581192948324325}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 2 bottles and a rock
4. Objects: 1 rock","Trash:2, Objects:0, Animal:0, Vegetation:0"
4534.jpg,34,"[""MMR2_Scale""]",1,nan,0.909091,0.121785,"{""MMR2_Scale"": {""zoom_level"": 0.9634645946617233}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 1 rock
4. Objects: 1 rock","Trash:0, Objects:0, Animal:0, Vegetation:0"
4534.jpg,35,"[""MMR6_Translate"", ""MMR4_Downsample"", ""MMR2_Scale"", ""MMR5_Shear"", ""MMR1_Rotation""]",5,nan,0.909091,2.016266,"{""MMR6_Translate"": {""h_shift_pct"": -0.017320864635717307}, ""MMR4_Downsample"": {""scale_factor"": 0.9979371404941333}, ""MMR2_Scale"": {""zoom_level"": 0.7203825516409627}, ""MMR5_Shear"": {""h_shear"": 0.03544605371534393}, ""MMR1_Rotation"": {""angle"": -1.2495498906489733}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals: 0
2. Vegetation: 0
3. Trash: 1
4. Objects: 1","Trash:0, Objects:0, Animal:0, Vegetation:0"
4534.jpg,36,"[""MMR2_Scale""]",1,nan,2.400000,0.805304,"{""MMR2_Scale"": {""zoom_level"": 1.2415911653047487}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals - 1 fish
2. Vegetation - 1 plant
3. Trash - 1 rock
4. Objects - 1 piece of trash","Trash:1, Objects:1, Animal:1, Vegetation:1"
4534.jpg,37,"[""MMR2_Scale"", ""MMR3_HistEq"", ""MMR5_Shear""]",3,nan,0.909091,3.193801,"{""MMR2_Scale"": {""zoom_level"": 0.7113600296714861}, ""MMR3_HistEq"": {""clip_limit"": 2.7568947931731866}, ""MMR5_Shear"": {""h_shear"": 0.07121587870088292}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals: 0
2. Vegetation: 1
3. Trash: 1
4. Objects: 1","Trash:0, Objects:0, Animal:0, Vegetation:0"
4534.jpg,38,"[""MMR4_Downsample"", ""MMR1_Rotation""]",2,nan,0.909091,1.203971,"{""MMR4_Downsample"": {""scale_factor"": 0.9719209173447623}, ""MMR1_Rotation"": {""angle"": 4.615903217289013}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 1 rock
4. Objects: 1 rock","Trash:0, Objects:0, Animal:0, Vegetation:0"
4534.jpg,39,"[""MMR2_Scale"", ""MMR5_Shear"", ""MMR1_Rotation"", ""MMR3_HistEq"", ""MMR6_Translate""]",5,nan,0.900000,2.822701,"{""MMR2_Scale"": {""zoom_level"": 1.2816323066847173}, ""MMR5_Shear"": {""h_shear"": -0.12390289332803127}, ""MMR1_Rotation"": {""angle"": -2.934538248323064}, ""MMR3_HistEq"": {""clip_limit"": 1.469642891134577}, ""MMR6_Translate"": {""h_shift_pct"": -4.0696600183777465e-05}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 1 piece of trash
4. Objects: 1 piece of trash","Trash:1, Objects:0, Animal:0, Vegetation:0"
4534.jpg,40,"[""MMR1_Rotation"", ""MMR5_Shear"", ""MMR2_Scale"", ""MMR6_Translate"", ""MMR3_HistEq""]",5,nan,0.000000,4.133313,"{""MMR1_Rotation"": {""angle"": 1.4980752655826706}, ""MMR5_Shear"": {""h_shear"": -0.11006450561307234}, ""MMR2_Scale"": {""zoom_level"": 1.1680201952204956}, ""MMR6_Translate"": {""h_shift_pct"": 0.024999293467176886}, ""MMR3_HistEq"": {""clip_limit"": 2.706557836247315}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 10 pieces of trash","Trash:10, Objects:0, Animal:0, Vegetation:0"
4534.jpg,41,"[""MMR2_Scale""]",1,nan,0.909091,0.660758,"{""MMR2_Scale"": {""zoom_level"": 1.1982273194487962}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 1 rock
4. Objects: 1 rock","Trash:0, Objects:0, Animal:0, Vegetation:0"
4534.jpg,42,"[""MMR6_Translate"", ""MMR2_Scale"", ""MMR5_Shear"", ""MMR1_Rotation""]",4,nan,1.388889,2.460093,"{""MMR6_Translate"": {""h_shift_pct"": 0.024492710144009243}, ""MMR2_Scale"": {""zoom_level"": 1.186197467118282}, ""MMR5_Shear"": {""h_shear"": -0.0944881820357126}, ""MMR1_Rotation"": {""angle"": -1.9654499359965163}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 2 pieces of trash
4. Objects: 1 large object","Trash:2, Objects:1, Animal:0, Vegetation:0"
4534.jpg,43,"[""MMR5_Shear"", ""MMR6_Translate"", ""MMR3_HistEq""]",3,nan,0.000000,3.367522,"{""MMR5_Shear"": {""h_shear"": -0.10000410183064917}, ""MMR6_Translate"": {""h_shift_pct"": 0.02985633283259629}, ""MMR3_HistEq"": {""clip_limit"": 2.705617171203957}}","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 1 rock","Trash:10, Objects:0, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: 10 pieces of trash
4. Objects: 10 pieces of trash","Trash:10, Objects:0, Animal:0, Vegetation:0"
