Image_Name,Generation,Selected_MMRs,Active_Count,Overall_Fitness,Obj1_Attack_Score,Obj2_Distortion_Score,MMR_Parameters,Original_Caption,Original_Categories,Transformed_Caption,Transformed_Categories
3753.jpg,11,"[""MMR6_Translate"", ""MMR2_Scale"", ""MMR4_Downsample"", ""MMR1_Rotation"", ""MMR5_Shear""]",5,nan,0.000000,1.845840,"{""MMR6_Translate"": {""h_shift_pct"": -0.005769031881139759}, ""MMR2_Scale"": {""zoom_level"": 0.9523086709295552}, ""MMR4_Downsample"": {""scale_factor"": 0.9010881782417056}, ""MMR1_Rotation"": {""angle"": 1.6609213057670136}, ""MMR5_Shear"": {""h_shear"": 0.02598974513897384}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
3753.jpg,12,"[""MMR5_Shear""]",1,nan,0.500000,0.129443,"{""MMR5_Shear"": {""h_shear"": -0.019416480306363615}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One object is visible in the image, which is a yellow object.","Trash:0, Objects:2, Animal:0, Vegetation:0"
3753.jpg,13,"[""MMR4_Downsample"", ""MMR5_Shear"", ""MMR2_Scale"", ""MMR1_Rotation"", ""MMR3_HistEq""]",5,nan,1.000000,4.157628,"{""MMR4_Downsample"": {""scale_factor"": 0.9286547362208946}, ""MMR5_Shear"": {""h_shear"": -0.06395168201136667}, ""MMR2_Scale"": {""zoom_level"": 1.2648486021460976}, ""MMR1_Rotation"": {""angle"": -4.456068446236866}, ""MMR3_HistEq"": {""clip_limit"": 2.2437879587818372}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
3753.jpg,14,"[""MMR6_Translate"", ""MMR5_Shear""]",2,nan,1.000000,1.042632,"{""MMR6_Translate"": {""h_shift_pct"": 0.00946085644112566}, ""MMR5_Shear"": {""h_shear"": -0.10909058329944887}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0",1. Animals: There are no visible animals in the underwater image.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
3753.jpg,15,"[""MMR2_Scale"", ""MMR4_Downsample"", ""MMR1_Rotation"", ""MMR5_Shear"", ""MMR6_Translate"", ""MMR3_HistEq""]",6,nan,2.000000,3.675852,"{""MMR2_Scale"": {""zoom_level"": 0.802393451020628}, ""MMR4_Downsample"": {""scale_factor"": 0.9361549638773754}, ""MMR1_Rotation"": {""angle"": -3.3940928991580757}, ""MMR5_Shear"": {""h_shear"": 0.0034323340050904094}, ""MMR6_Translate"": {""h_shift_pct"": -0.013345918694132625}, ""MMR3_HistEq"": {""clip_limit"": 2.232147993052637}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 plant
3. Trash: 1 piece of trash
4. Objects: 1 square frame","Trash:1, Objects:0, Animal:1, Vegetation:1"
3753.jpg,16,"[""MMR3_HistEq"", ""MMR1_Rotation"", ""MMR5_Shear"", ""MMR2_Scale"", ""MMR4_Downsample"", ""MMR6_Translate""]",6,nan,1.000000,4.152474,"{""MMR3_HistEq"": {""clip_limit"": 2.0884419201178495}, ""MMR1_Rotation"": {""angle"": 1.3304660798516457}, ""MMR5_Shear"": {""h_shear"": -0.1459077884803122}, ""MMR2_Scale"": {""zoom_level"": 1.1489238421091459}, ""MMR4_Downsample"": {""scale_factor"": 0.9178539834564191}, ""MMR6_Translate"": {""h_shift_pct"": 0.015220434013756473}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
3753.jpg,17,"[""MMR2_Scale"", ""MMR4_Downsample"", ""MMR5_Shear"", ""MMR6_Translate"", ""MMR1_Rotation""]",5,nan,2.000000,3.112892,"{""MMR2_Scale"": {""zoom_level"": 0.7870357992371527}, ""MMR4_Downsample"": {""scale_factor"": 0.9246410430780508}, ""MMR5_Shear"": {""h_shear"": 0.09311347476570866}, ""MMR6_Translate"": {""h_shift_pct"": -0.016205207796190925}, ""MMR1_Rotation"": {""angle"": 2.4424572121985912}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 plant
3. Trash: 1 piece of trash
4. Objects: 1 square frame","Trash:1, Objects:0, Animal:1, Vegetation:1"
3753.jpg,18,"[""MMR6_Translate"", ""MMR5_Shear"", ""MMR2_Scale""]",3,nan,1.000000,1.895511,"{""MMR6_Translate"": {""h_shift_pct"": 0.007965527495183346}, ""MMR5_Shear"": {""h_shear"": -0.14464041136502653}, ""MMR2_Scale"": {""zoom_level"": 1.1997171599837886}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0",1. Animals: One fish is visible in the underwater image.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
3753.jpg,19,"[""MMR3_HistEq"", ""MMR4_Downsample""]",2,nan,1.000000,1.768340,"{""MMR3_HistEq"": {""clip_limit"": 2.628915064124846}, ""MMR4_Downsample"": {""scale_factor"": 0.9860574649328148}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0",1. Animals: There are no visible animals in the underwater image.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
3753.jpg,20,"[""MMR5_Shear"", ""MMR2_Scale"", ""MMR4_Downsample"", ""MMR6_Translate"", ""MMR3_HistEq""]",5,nan,1.000000,3.730850,"{""MMR5_Shear"": {""h_shear"": 0.039789102274403076}, ""MMR2_Scale"": {""zoom_level"": 1.1727784753972124}, ""MMR4_Downsample"": {""scale_factor"": 0.9400953321896056}, ""MMR6_Translate"": {""h_shift_pct"": 0.02656562601064577}, ""MMR3_HistEq"": {""clip_limit"": 2.4050937261979968}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
3753.jpg,21,"[""MMR2_Scale"", ""MMR3_HistEq"", ""MMR4_Downsample""]",3,nan,2.000000,1.950956,"{""MMR2_Scale"": {""zoom_level"": 0.8536122266978929}, ""MMR3_HistEq"": {""clip_limit"": 2.4203353220456623}, ""MMR4_Downsample"": {""scale_factor"": 0.9957338472652308}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 plant
3. Trash: 1 plastic bottle
4. Objects: 1 rock

In this underwater image, there are four visible objects:

1. One fish
2. One plant
3. One plastic bottle
4. One rock","Trash:1, Objects:0, Animal:1, Vegetation:1"
3753.jpg,22,"[""MMR6_Translate"", ""MMR2_Scale"", ""MMR3_HistEq"", ""MMR5_Shear""]",4,nan,1.000000,1.483122,"{""MMR6_Translate"": {""h_shift_pct"": 0.006649399653050024}, ""MMR2_Scale"": {""zoom_level"": 0.9113504799216151}, ""MMR3_HistEq"": {""clip_limit"": 1.0697211152915318}, ""MMR5_Shear"": {""h_shear"": 0.13443834096673732}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0",1. Animals: One fish is visible in the underwater image.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
3753.jpg,23,"[""MMR6_Translate"", ""MMR2_Scale"", ""MMR4_Downsample"", ""MMR3_HistEq""]",4,nan,1.000000,2.546208,"{""MMR6_Translate"": {""h_shift_pct"": -0.0005171562474635821}, ""MMR2_Scale"": {""zoom_level"": 1.2212974629654298}, ""MMR4_Downsample"": {""scale_factor"": 0.9974996840328281}, ""MMR3_HistEq"": {""clip_limit"": 2.766308281743264}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
3753.jpg,24,"[""MMR5_Shear""]",1,nan,1.000000,0.641527,"{""MMR5_Shear"": {""h_shear"": -0.09622902869456185}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0",1. Animals: There are no visible animals in the underwater image.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
3753.jpg,25,"[""MMR6_Translate""]",1,nan,0.000000,0.242903,"{""MMR6_Translate"": {""h_shift_pct"": -0.007287085660214264}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One object is visible in the image, which is a piece of trash.","Trash:0, Objects:1, Animal:0, Vegetation:0"
3753.jpg,26,"[""MMR3_HistEq"", ""MMR6_Translate""]",2,nan,1.000000,1.473843,"{""MMR3_HistEq"": {""clip_limit"": 1.8844891558584849}, ""MMR6_Translate"": {""h_shift_pct"": -0.017680628199375464}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0",1. Animals: One fish is visible in the underwater image.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
3753.jpg,27,"[""MMR5_Shear"", ""MMR3_HistEq"", ""MMR2_Scale"", ""MMR4_Downsample"", ""MMR1_Rotation""]",5,nan,2.000000,4.026358,"{""MMR5_Shear"": {""h_shear"": -0.11984014597042243}, ""MMR3_HistEq"": {""clip_limit"": 2.310787922619309}, ""MMR2_Scale"": {""zoom_level"": 0.702092928346272}, ""MMR4_Downsample"": {""scale_factor"": 0.9900298938902484}, ""MMR1_Rotation"": {""angle"": -4.119553594895885}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 plant
3. Trash: 1 piece of trash
4. Objects: 1 square frame","Trash:1, Objects:0, Animal:1, Vegetation:1"
3753.jpg,28,"[""MMR3_HistEq"", ""MMR6_Translate"", ""MMR4_Downsample"", ""MMR1_Rotation"", ""MMR2_Scale""]",5,nan,1.166667,3.647304,"{""MMR3_HistEq"": {""clip_limit"": 2.7387821604034013}, ""MMR6_Translate"": {""h_shift_pct"": -0.008552170975115923}, ""MMR4_Downsample"": {""scale_factor"": 0.9059012996718478}, ""MMR1_Rotation"": {""angle"": 2.5231201265884726}, ""MMR2_Scale"": {""zoom_level"": 1.0533514511875526}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0",1. Animals: There are two fish swimming in the water.,"Trash:0, Objects:0, Animal:2, Vegetation:0"
3753.jpg,29,"[""MMR1_Rotation"", ""MMR4_Downsample"", ""MMR3_HistEq""]",3,nan,0.500000,2.038664,"{""MMR1_Rotation"": {""angle"": -4.519298517559048}, ""MMR4_Downsample"": {""scale_factor"": 0.943808916496767}, ""MMR3_HistEq"": {""clip_limit"": 1.5728933611505305}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0",1. Animals: One person is swimming underwater.,"Trash:0, Objects:0, Animal:0, Vegetation:0"
3753.jpg,30,"[""MMR3_HistEq"", ""MMR4_Downsample"", ""MMR5_Shear"", ""MMR6_Translate""]",4,nan,1.000000,2.678844,"{""MMR3_HistEq"": {""clip_limit"": 1.0669623661500554}, ""MMR4_Downsample"": {""scale_factor"": 0.9341556669904123}, ""MMR5_Shear"": {""h_shear"": 0.1469178721905711}, ""MMR6_Translate"": {""h_shift_pct"": 0.029219570729415202}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
3753.jpg,31,"[""MMR4_Downsample"", ""MMR3_HistEq"", ""MMR6_Translate"", ""MMR2_Scale""]",4,nan,1.000000,2.507724,"{""MMR4_Downsample"": {""scale_factor"": 0.9733938251629174}, ""MMR3_HistEq"": {""clip_limit"": 1.5602534166087136}, ""MMR6_Translate"": {""h_shift_pct"": -0.021303312779531354}, ""MMR2_Scale"": {""zoom_level"": 1.291389623374326}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
3753.jpg,32,"[""MMR3_HistEq"", ""MMR6_Translate"", ""MMR4_Downsample"", ""MMR1_Rotation"", ""MMR5_Shear""]",5,nan,1.000000,2.391574,"{""MMR3_HistEq"": {""clip_limit"": 1.1444273241590421}, ""MMR6_Translate"": {""h_shift_pct"": -0.014952241436371513}, ""MMR4_Downsample"": {""scale_factor"": 0.9277008548162748}, ""MMR1_Rotation"": {""angle"": 2.7023589173427833}, ""MMR5_Shear"": {""h_shear"": 0.07279123638520896}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0",1. Animals: There are no visible animals in the underwater image.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
3753.jpg,33,"[""MMR4_Downsample"", ""MMR5_Shear"", ""MMR2_Scale"", ""MMR6_Translate""]",4,nan,0.500000,2.186752,"{""MMR4_Downsample"": {""scale_factor"": 0.9257652378483527}, ""MMR5_Shear"": {""h_shear"": 0.03859992659729736}, ""MMR2_Scale"": {""zoom_level"": 0.89491756908538}, ""MMR6_Translate"": {""h_shift_pct"": 0.02510390836546065}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One object is visible in the image, which is a yellow object.","Trash:0, Objects:2, Animal:0, Vegetation:0"
3753.jpg,34,"[""MMR2_Scale"", ""MMR3_HistEq"", ""MMR6_Translate"", ""MMR4_Downsample"", ""MMR1_Rotation"", ""MMR5_Shear""]",6,nan,2.000000,3.515939,"{""MMR2_Scale"": {""zoom_level"": 0.791985649767397}, ""MMR3_HistEq"": {""clip_limit"": 1.0669277960080594}, ""MMR6_Translate"": {""h_shift_pct"": -0.004957498604096149}, ""MMR4_Downsample"": {""scale_factor"": 0.9124143569064145}, ""MMR1_Rotation"": {""angle"": -4.4944882064308835}, ""MMR5_Shear"": {""h_shear"": -0.12234397236944333}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 plant
3. Trash: 1 piece of trash
4. Objects: 1 frame","Trash:1, Objects:0, Animal:1, Vegetation:1"
3753.jpg,35,"[""MMR4_Downsample"", ""MMR6_Translate"", ""MMR2_Scale""]",3,nan,0.000000,1.935820,"{""MMR4_Downsample"": {""scale_factor"": 0.9025928193243222}, ""MMR6_Translate"": {""h_shift_pct"": 0.025818559703529115}, ""MMR2_Scale"": {""zoom_level"": 0.9696612603356308}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
3753.jpg,36,"[""MMR6_Translate"", ""MMR4_Downsample"", ""MMR1_Rotation"", ""MMR3_HistEq"", ""MMR5_Shear"", ""MMR2_Scale""]",6,nan,2.000000,4.382297,"{""MMR6_Translate"": {""h_shift_pct"": -0.012370239501305776}, ""MMR4_Downsample"": {""scale_factor"": 0.9071395860838012}, ""MMR1_Rotation"": {""angle"": -4.2565197683168385}, ""MMR3_HistEq"": {""clip_limit"": 2.4324476566106714}, ""MMR5_Shear"": {""h_shear"": 0.08162704470503065}, ""MMR2_Scale"": {""zoom_level"": 0.9359741542141901}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 plant
3. Trash: 1 piece of trash
4. Objects: 1 frame","Trash:1, Objects:0, Animal:1, Vegetation:1"
3753.jpg,37,"[""MMR5_Shear"", ""MMR4_Downsample"", ""MMR1_Rotation"", ""MMR6_Translate"", ""MMR2_Scale""]",5,nan,1.000000,3.604789,"{""MMR5_Shear"": {""h_shear"": 0.05401752045368971}, ""MMR4_Downsample"": {""scale_factor"": 0.9158892642079876}, ""MMR1_Rotation"": {""angle"": 4.363156720531631}, ""MMR6_Translate"": {""h_shift_pct"": 0.027202360571117058}, ""MMR2_Scale"": {""zoom_level"": 1.1872564410309696}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0",1. Animals: There is a fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
3753.jpg,38,"[""MMR5_Shear""]",1,nan,1.000000,0.884246,"{""MMR5_Shear"": {""h_shear"": -0.13263690137851394}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0",1. Animals: There are no visible animals in the underwater image.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
3753.jpg,39,"[""MMR5_Shear"", ""MMR6_Translate"", ""MMR3_HistEq""]",3,nan,0.500000,1.743681,"{""MMR5_Shear"": {""h_shear"": -0.009900575302901782}, ""MMR6_Translate"": {""h_shift_pct"": -0.0230975208370542}, ""MMR3_HistEq"": {""clip_limit"": 1.9077599356957604}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0",1. Animals: One person is swimming underwater.,"Trash:0, Objects:0, Animal:0, Vegetation:0"
3753.jpg,40,"[""MMR3_HistEq"", ""MMR1_Rotation""]",2,nan,1.000000,0.706262,"{""MMR3_HistEq"": {""clip_limit"": 1.1360377902672096}, ""MMR1_Rotation"": {""angle"": 2.8511189625091404}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0",1. Animals: There are no visible animals in the underwater image.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
3753.jpg,41,"[""MMR6_Translate"", ""MMR3_HistEq"", ""MMR5_Shear"", ""MMR1_Rotation""]",4,nan,1.000000,1.208464,"{""MMR6_Translate"": {""h_shift_pct"": -0.016628041411324908}, ""MMR3_HistEq"": {""clip_limit"": 1.447268119639575}, ""MMR5_Shear"": {""h_shear"": 0.0018718808898806338}, ""MMR1_Rotation"": {""angle"": 0.9722418661452013}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0",1. Animals: There are no visible animals in the underwater image.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
3753.jpg,42,"[""MMR4_Downsample"", ""MMR6_Translate"", ""MMR1_Rotation""]",3,nan,0.000000,2.177383,"{""MMR4_Downsample"": {""scale_factor"": 0.9442559975878256}, ""MMR6_Translate"": {""h_shift_pct"": 0.018763154456569626}, ""MMR1_Rotation"": {""angle"": 4.972524712652602}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: None
2. Vegetation: None
3. Trash: One object
4. Objects: One object","Trash:0, Objects:1, Animal:0, Vegetation:0"
3753.jpg,43,"[""MMR2_Scale"", ""MMR4_Downsample"", ""MMR5_Shear""]",3,nan,2.000000,1.914636,"{""MMR2_Scale"": {""zoom_level"": 0.7408232418280758}, ""MMR4_Downsample"": {""scale_factor"": 0.9836099388070644}, ""MMR5_Shear"": {""h_shear"": 0.13302186091101106}}","1. Animals: None
2. Vegetation: None
3. Trash: None
4. Objects: One yellow object","Trash:0, Objects:1, Animal:0, Vegetation:0","1. Animals: 1 fish
2. Vegetation: 1 plant
3. Trash: 1 piece of trash
4. Objects: 1 rock","Trash:1, Objects:0, Animal:1, Vegetation:1"
